lectin_id,lectin_name,lectin_origin,lectin_species,lectin_uniprot,lectin_pdb,glycan_id,glycan_iupac,glycan_glytoucan_id,glycan_monosac_composition,binding_value,binding_unit,binding_source,binding_confidence,binding_source_metadata_json
4569,C-type lectin domain family 2 member D,Animal lectins,Homo sapiens,Q9UHP7,4QKH,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""4QKH"", ""resolution"": ""1.8""}"
4570,Cadherin-1,Animal lectins,Homo sapiens,P12830,3FF7,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""3FF7"", ""resolution"": ""1.8""}"
4571,NKG2-D type II integral membrane protein,Animal lectins,Homo sapiens,P26718,1MPU,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""1MPU"", ""resolution"": ""2.5""}"
4572,Thrombomodulin,Animal lectins,Homo sapiens,P07204,7T4R,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""7T4R"", ""resolution"": ""3.3""}"
4573,Laminin subunit alpha-5,Animal lectins,Homo sapiens,O15230,5XAU,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""5XAU"", ""resolution"": ""1.8""}"
4574,Agrin,Animal lectins,Homo sapiens,O00468,8S9P,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""8S9P"", ""resolution"": ""3.8""}"
4575,Pikachurin,Animal lectins,Homo sapiens,Q63HQ2,7ZC9,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""7ZC9"", ""resolution"": ""2.1""}"
4576,Basement membrane-specific heparan sulfate proteoglycan core protein,Animal lectins,Homo sapiens,P98160,3SH5,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""3SH5"", ""resolution"": ""2.8""}"
4577,Zymogen granule protein 16 homolog B,Animal lectins,Homo sapiens,Q96DA0,3AQG,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""3AQG"", ""resolution"": ""2.75""}"
4578,Zymogen granule membrane protein 16,Animal lectins,Homo sapiens,O60844,3APA,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""3APA"", ""resolution"": ""1.65""}"
4579,Beta-2-microglobulin,Animal lectins,Homo sapiens,P61769,6ENY,,Glc(a1-3)Man(a1-2)Man(a1-2)Man,G98920NA,"Glc:1,Man:3",,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""6ENY"", ""resolution"": ""5.8""}"
4580,Calreticulin,Animal lectins,Homo sapiens,P27797,3POS,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""3POS"", ""resolution"": ""1.65""}"
4581,CD302 antigen,Animal lectins,Homo sapiens,Q8IX05,2NAN,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""2NAN"", ""resolution"": ""0.0""}"
4582,Early activation antigen CD69,Animal lectins,Homo sapiens,Q07108,1FM5,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""1FM5"", ""resolution"": ""2.27""}"
4583,Complement component C1q receptor,Animal lectins,Homo sapiens,Q9NPY3,8A59,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""8A59"", ""resolution"": ""1.92""}"
4584,C-type lectin domain family 9 member A,Animal lectins,Homo sapiens,Q6UXN8,3VPP,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""3VPP"", ""resolution"": ""1.642""}"
4585,Low affinity immunoglobulin epsilon Fc receptor,Animal lectins,Homo sapiens,P06734,1T8C,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""1T8C"", ""resolution"": ""0.0""}"
4586,Natural killer cells antigen CD94,Animal lectins,Homo sapiens,P26715,3BDW,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""3BDW"", ""resolution"": ""2.5""}"
4587,Natural killer cells antigen CD94,Animal lectins,Homo sapiens,Q13241,1B6E,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""1B6E"", ""resolution"": ""2.6""}"
4588,Lithostathine-1-alpha,Animal lectins,Homo sapiens,P05451,1QDD,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""1QDD"", ""resolution"": ""1.3""}"
4589,Angiopoietin-1,Animal lectins,Homo sapiens,Q15389,4JYO,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""4JYO"", ""resolution"": ""2.5""}"
4590,Angiopoietin-2,Animal lectins,Homo sapiens,O15123,4JZC,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""4JZC"", ""resolution"": ""1.9""}"
4591,Angiopoietin-related protein 2,Animal lectins,Homo sapiens,Q9UKU9,6Y41,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""6Y41"", ""resolution"": ""1.79""}"
4592,Angiopoietin-related protein 3,Animal lectins,Homo sapiens,Q9Y5C1,6EUA,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""6EUA"", ""resolution"": ""2.095""}"
4593,Angiopoietin-related protein 4,Animal lectins,Homo sapiens,Q9BY76,6EUB,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""6EUB"", ""resolution"": ""2.3""}"
4594,Angiopoietin-related protein 6,Animal lectins,Homo sapiens,Q8NI99,6Y43,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""6Y43"", ""resolution"": ""1.6""}"
4595,Fibrinogen alpha chain,Animal lectins,Homo sapiens,P02671,1N86,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""1N86"", ""resolution"": ""3.2""}"
4596,Fibrinogen alpha chain,Animal lectins,Homo sapiens,P02675,1FZB,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""1FZB"", ""resolution"": ""2.9""}"
4597,Fibrinogen gamma chain,Animal lectins,Homo sapiens,P02679,1FID,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""1FID"", ""resolution"": ""2.1""}"
4598,Fibrinogen-like protein 1,Animal lectins,Homo sapiens,Q08830,7TZ2,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""7TZ2"", ""resolution"": ""2.55""}"
4599,Tenascin-R,Animal lectins,Homo sapiens,Q92752,8FNA,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""8FNA"", ""resolution"": ""1.75""}"
4600,Laminin subunit alpha-2,Animal lectins,Homo sapiens,P24043,4YEP,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""4YEP"", ""resolution"": ""1.19""}"
4601,Maltase-glucoamylase,Animal lectins,Homo sapiens,O43451,3L4T,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""3L4T"", ""resolution"": ""1.9""}"
4602,nan,Plant lectins,Canavalia villosa,Undefined,8SZO,,Man,G70323CJ,Man:1,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""8SZO"", ""resolution"": ""2.5""}"
4603,nan,Animal lectins,Bos taurus,E1BHM0,8HB5,,Glc,G15021LG,Glc:1,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""8HB5"", ""resolution"": ""2.6""}"
4604,nan,Animal lectins,Bos taurus,E1BHM0,8H4V,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""8H4V"", ""resolution"": ""2.4""}"
4605,Lectin,Plant lectins,Dioclea violacea,I1SB09,7LJG,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""7LJG"", ""resolution"": ""2.21""}"
4606,Type 1 fimbrin D-mannose specific adhesin,Bacterial lectins,Escherichia coli K12,P08191,8BXY,,Man(a1-6)[Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,G45995IV,"Fuc:1,Glc:2,GlcNAc:2,Man:3",,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""8BXY"", ""resolution"": ""1.45""}"
4607,Type 1 fimbrin D-mannose specific adhesin,Bacterial lectins,Escherichia coli K12,P08191,8BY3,,Man(a1-6)[Man(a1-3)]Man(a1-6)[Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc,G03652TR,"Glc:2,GlcNAc:2,Man:5",,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""8BY3"", ""resolution"": ""3.186""}"
4608,Capsid protein VP1,Virus lectins,Hu/GII.1/7EK/Hawaii/1971/USA,J9XXB7,6GVZ,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""6GVZ"", ""resolution"": ""1.54""}"
4609,Capsid protein VP1,Virus lectins,Hu/GII.1/7EK/Hawaii/1971/USA,J9XXB7,6GW0,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""6GW0"", ""resolution"": ""1.4""}"
4610,Capsid protein,Virus lectins,Vietnam 026,Q5F4T5,6GW1,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""6GW1"", ""resolution"": ""1.9""}"
4611,Capsid protein,Virus lectins,Vietnam 026,Q5F4T5,6GW2,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""6GW2"", ""resolution"": ""2.05""}"
4612,Capsid protein,Virus lectins,Norwalk-like virus,A0ZNP3,6GW4,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""6GW4"", ""resolution"": ""2.295""}"
4613,nan,Virus lectins,Norovirus,Undefined,7YQB,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""7YQB"", ""resolution"": ""1.704""}"
4614,nan,Virus lectins,Norovirus,Undefined,7YQG,,Fuc(a1-2)Gal,G66086EX,"Fuc:1,Gal:1",,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""7YQG"", ""resolution"": ""1.698""}"
4615,nan,Virus lectins,cat/GIV.2/CU081210E/USA/2010,Undefined,4QVA,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""4QVA"", ""resolution"": ""2.18""}"
4616,nan,Virus lectins,cat/GIV.2/CU081210E/USA/2010,Undefined,4QV2,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""4QV2"", ""resolution"": ""1.68""}"
4617,nan,Virus lectins,cat/GIV.2/CU081210E/USA/2010,Undefined,4QUZ,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""4QUZ"", ""resolution"": ""2.35""}"
4618,nan,Virus lectins,cat/GIV.2/CU081210E/USA/2010,Undefined,4QVJ,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""4QVJ"", ""resolution"": ""2.26""}"
4619,VP1,Virus lectins,Hu/GI/Vancouver730/2004/CAN,F2XMU3,7VP0,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""7VP0"", ""resolution"": ""2.1""}"
4620,VP1,Virus lectins,Hu/GI/Vancouver730/2004/CAN,F2XMU3,7VS8,,Fuc(a1-2)Gal(b1-3)[Fuc(a1-4)]GlcNAc,G39211DH,"Fuc:2,Gal:1,Glc:1,GlcNAc:1",,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""7VS8"", ""resolution"": ""2.4""}"
4621,VP1,Virus lectins,Hu/GI/Vancouver730/2004/CAN,F2XMU3,7VS9,,Gal(b1-4)[Fuc(a1-3)]GlcNAc,G01187XC,"Fuc:1,Gal:1,Glc:1,GlcNAc:1",,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""7VS9"", ""resolution"": ""2.26""}"
4622,Major capsid protein,Virus lectins,Hu/GII.4/Farmington Hills/2004/USA,R4I4P2,4OPV,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""4OPV"", ""resolution"": ""1.85""}"
4623,Capsid protein,Virus lectins,Desert Shield virus,Q66418,7EQT,,Gal(a1-3)Gal(b1-4)Glc,G48740SL,"Gal:2,Glc:1",,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""7EQT"", ""resolution"": ""2.05""}"
4624,Capsid protein,Virus lectins,Desert Shield virus,Q66418,7EQS,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""7EQS"", ""resolution"": ""2.1""}"
4625,Capsid protein,Virus lectins,Desert Shield virus,Q66418,7EQW,,Gal(b1-4)GlcNAc(b1-2)Man,G87860OU,"Gal:1,Glc:1,GlcNAc:1,Man:1",,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""7EQW"", ""resolution"": ""2.15""}"
4626,Capsid protein,Virus lectins,Hu/GI.3/1999,I3V9L6,7ER0,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""7ER0"", ""resolution"": ""2.183""}"
4627,VP1,Virus lectins,Hu/GII.4/Sydney/NSW0514/2012/AU,K4LM89,8EN1,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""8EN1"", ""resolution"": ""2.4""}"
4628,VP1,Virus lectins,Hu/GII.4/Sydney/NSW0514/2012/AU,K4LM89,8EN4,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""8EN4"", ""resolution"": ""2.3""}"
4629,VP1,Virus lectins,Hu/GII.4/Sydney/NSW0514/2012/AU,K4LM89,8EN5,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""8EN5"", ""resolution"": ""1.6""}"
4630,VP1,Virus lectins,Hu/GII.4/Sydney/NSW0514/2012/AU,K4LM89,8EN6,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""8EN6"", ""resolution"": ""1.6""}"
4631,VP1,Virus lectins,Hu/GII.4/Sydney/NSW0514/2012/AU,K4LM89,8EMY,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""8EMY"", ""resolution"": ""1.7""}"
4632,VP1,Virus lectins,Norovirus GII.17,A0A2K8GS35,8EMZ,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""8EMZ"", ""resolution"": ""1.4""}"
4633,nan,Virus lectins,Norovirus GII 17,Undefined,8EN0,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""8EN0"", ""resolution"": ""2.99""}"
4634,Capsid protein,Virus lectins,Vietnam 026,Q5F4T5,8EN2,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""8EN2"", ""resolution"": ""1.85""}"
4635,VP1,Virus lectins,Norovirus GII.17,A0A2K8GS35,8EN3,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""8EN3"", ""resolution"": ""2.1""}"
4636,Capsid protein,Virus lectins,Hu/GI.3/1999,I3V9L6,7ER1,,Gal(a1-3)Gal,G78260AJ,Gal:2,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""7ER1"", ""resolution"": ""2.2""}"
4637,Va387 polypeptide,Virus lectins,Hu/NV/NV/1968/US,D0VWS6,3BQJ,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""3BQJ"", ""resolution"": ""2.7""}"
4638,Capsid protein VP1,Virus lectins,Hu/NV/NV/1968/US,Q83884,3BY2,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""3BY2"", ""resolution"": ""2.6""}"
4639,VP1,Virus lectins,Hu/GII-4/Saga1/2006/JP,B5BTR4,4X7C,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""4X7C"", ""resolution"": ""2.0""}"
4640,VP1,Virus lectins,Hu/GII.4/Sydney/NSW0514/2012/AU,K4LM89,4X7D,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""4X7D"", ""resolution"": ""2.15""}"
4641,Capsid protein,Virus lectins,Vietnam 026,Q5F4T5,4X7E,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""4X7E"", ""resolution"": ""2.11""}"
4642,Capsid protein,Virus lectins,Vietnam 026,Q5F4T5,4X7F,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""4X7F"", ""resolution"": ""1.7""}"
4643,Capsid protein,Virus lectins,Vietnam 026,Q5F4T5,5BSX,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""5BSX"", ""resolution"": ""1.78""}"
4644,Capsid protein,Virus lectins,Vietnam 026,Q5F4T5,5BSY,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""5BSY"", ""resolution"": ""1.6""}"
4645,Capsid protein VP1,Virus lectins,Hu/NV/NV/1968/US,Q83884,5KW9,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""5KW9"", ""resolution"": ""2.3""}"
4646,Capsid protein,Virus lectins,13-BH-1/2013/GII.17,A0A0A7CJV4,5O02,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""5O02"", ""resolution"": ""1.72""}"
4647,Capsid protein,Virus lectins,Vietnam 026,Q5F4T5,5O03,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""5O03"", ""resolution"": ""2.194""}"
4648,Capsid protein,Virus lectins,Vietnam 026,Q5F4T5,5O04,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""5O04"", ""resolution"": ""2.3""}"
4649,nan,Virus lectins,Vietnam 026,Undefined,5O05,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""5O05"", ""resolution"": ""2.0""}"
4650,Capsid protein,Virus lectins,Vietnam 026,Q5F4T5,5OMM,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""5OMM"", ""resolution"": ""1.7""}"
4651,Capsid protein,Virus lectins,Vietnam 026,Q5F4T5,5OMN,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""5OMN"", ""resolution"": ""2.682""}"
4652,Capsid protein,Virus lectins,GV/CR10/2005/USA,A7YK37,5OR7,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""5OR7"", ""resolution"": ""2.046""}"
4653,nan,Virus lectins,Murine Norovirus ,Undefined,6C6Q,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""6C6Q"", ""resolution"": ""2.0""}"
4654,nan,Virus lectins,Murine Norovirus ,Undefined,6E47,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""6E47"", ""resolution"": ""1.95""}"
4655,VP1,Virus lectins,Hu/GII.4/Sydney/NSW0514/2012/AU,K4LM89,6EWB,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""6EWB"", ""resolution"": ""2.78""}"
4656,Capsid protein,Virus lectins,Norwalk virus,Q5F4T5,6GY9,,Fuc,G82576YO,Fuc:1,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""6GY9"", ""resolution"": ""1.83""}"
4657,Capsid protein,Virus lectins,Murine norovirus 1,A7U694,6H6L,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""6H6L"", ""resolution"": ""2.5""}"
4658,Capsid protein VP1,Virus lectins,Norwalk virus (strain GI/Human/United States/Norwalk/1968),Q83884,6H6Y,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""6H6Y"", ""resolution"": ""1.58""}"
4659,VP1,Virus lectins,Hu/GII-4/Saga4/2006/JP,B5BTR7,6H9V,,Fuc,G82576YO,Fuc:1,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""6H9V"", ""resolution"": ""1.52""}"
4660,VP1,Virus lectins,Norovirus Hu/GII.3/CHDC5365/1991/US,G0WK46,6IR5,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""6IR5"", ""resolution"": ""2.6""}"
4661,nan,Virus lectins,Norovirus GII 11,Undefined,6J0Q,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""6J0Q"", ""resolution"": ""2.0""}"
4662,Major capsid protein,Virus lectins,Hu/GII.4/Farmington Hills/2004/USA,R4I4P2,6N81,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""6N81"", ""resolution"": ""2.579""}"
4663,Major capsid protein,Virus lectins,Norovirus Hu/GII.4/Farmington Hills/2004/USA,R4I4P2,6N8D,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""6N8D"", ""resolution"": ""3.1""}"
4664,nan,Virus lectins,Murine Norovirus ,Undefined,6XW4,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""6XW4"", ""resolution"": ""2.19""}"
4665,nan,Virus lectins,Murine Norovirus ,Undefined,6XW5,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""6XW5"", ""resolution"": ""1.72""}"
4666,nan,Virus lectins,Murine Norovirus ,Undefined,6XW7,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""6XW7"", ""resolution"": ""2.15""}"
4667,VP1,Virus lectins,Hu/GII.4/Sydney/NSW0514/2012/AU,K4LM89,7JIE,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""7JIE"", ""resolution"": ""2.254""}"
4668,Capsid protein,Virus lectins,Murine norovirus 1,Q2V8W4,7L5J,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""7L5J"", ""resolution"": ""3.2""}"
4669,VP1,Virus lectins,Hu/GII.4/Sydney/NSW0514/2012/AU,K4LM89,8G0W,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""8G0W"", ""resolution"": ""2.87""}"
4670,nan,Virus lectins,Vietnam 026,Undefined,3V7A,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""3V7A"", ""resolution"": ""3.297""}"
4671,Staphylococcal superantigen-like 4,Bacterial lectins,Staphylococcus aureus,A0A0H3K6A3,4DXG,,NeuAc(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc,G90387AM,"Fuc:1,Gal:1,Glc:1,GlcNAc:1,Neu:1,NeuAc:1",,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""4DXG"", ""resolution"": ""2.5""}"
4672,Serine-rich adhesin for platelets,Bacterial lectins,Staphylococcus aureus,Q2FUW1,4M00,,Glc(a1-2)Fruf,G44609GT,Glc:1,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""4M00"", ""resolution"": ""2.05""}"
4673,Serine-rich adhesin for platelets,Bacterial lectins,Staphylococcus aureus,Q2FUW1,4M01,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""4M01"", ""resolution"": ""2.1""}"
4674,Gram-positive cocci surface proteins LPxTG domain-containing protein,Bacterial lectins,Lactococcus lactis,S6FKX6,7YL4,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""7YL4"", ""resolution"": ""2.5""}"
4675,Gram-positive cocci surface proteins LPxTG domain-containing protein,Bacterial lectins,Lactococcus lactis,S6FKX6,7YL5,,Man,G70323CJ,Man:1,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""7YL5"", ""resolution"": ""3.0""}"
4676,Gram-positive cocci surface proteins LPxTG domain-containing protein,Bacterial lectins,Lactococcus lactis,S6FKX6,7YL6,,Man(a1-2)Man,G29313LW,Man:2,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""7YL6"", ""resolution"": ""2.95""}"
4677,Natterin-3,Animal lectins,Crassostrea gigas,K1QRB6,8JE9,,Man(a1-2)Man,nan,Man:2,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""8JE9"", ""resolution"": ""1.0""}"
4678,Natterin-3,Animal lectins,Crassostrea gigas,K1QRB6,8JEA,,Man(a1-2)Man(a1-2)Man,G09342SH,Man:3,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""8JEA"", ""resolution"": ""0.97""}"
4679,Natterin-3,Animal lectins,Crassostrea gigas,K1QRB6,8JEB,,Man(a1-2)Man(a1-2)Man(a1-6)Man,G74780ZE,Man:4,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""8JEB"", ""resolution"": ""1.3""}"
4680,Lectin SfL-1,Algal lectins,Solieria filiformis,C0HL89,7UMJ,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""7UMJ"", ""resolution"": ""1.88""}"
4681,Mgp-operon protein 3,Bacterial lectins,Mycoplasma pneumoniae,Q50341,6RJ1,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""6RJ1"", ""resolution"": ""2.65""}"
4682,Mgp-operon protein 3,Bacterial lectins,Mycoplasma pneumoniae,Q50341,6TM0,,NeuAc(a2-6)Gal(b1-4)Glc,G69893KP,"Gal:1,Glc:1,Neu:1,NeuAc:1",,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""6TM0"", ""resolution"": ""2.8""}"
4683,Mgp-operon protein 3,Bacterial lectins,Mycoplasma pneumoniae,Q50341,6TLZ,,NeuAc(a2-3)Gal(b1-4)Glc,G56516VH,"Gal:1,Glc:1,Neu:1,NeuAc:1",,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""6TLZ"", ""resolution"": ""3.1""}"
4684,Spike glycoprotein,Virus lectins,Human coronavirus HKU1,E0YJ44,8OHN,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""8OHN"", ""resolution"": ""3.4""}"
